Domain;Subdomain;Skill
"School Skills	Applied Academics	AA15. Identifies main events or points of a passage or story";;
"School Skills	Applied Academics	AA16. Reads passages and answers simple comprehension questions";;
"School Skills	Applied Academics	AA17. Reads passages and answers comprehension questions involving inferences";;
"School Skills	Applied Academics	AA18. Highlights key information from written sources";;
"School Skills	Applied Academics	AA19. Takes notes";;
"School Skills	Applied Academics	AA20. Summarizes material";;
"School Skills	Applied Academics	AA21. Edits for punctuation";;
"School Skills	Applied Academics	AA22. Makes corrections";;
"School Skills	Applied Academics	AA23. Proof reads written assignments";;
"School Skills	Applied Academics	AA24. Writes signature";;
"School Skills	Applied Academics	AA25. Calculates change after purchase";;
"School Skills	Applied Academics	AA26. Calculates unit costs";;
"School Skills	Applied Academics	AA27. Demonstrates understanding of relative costs";;
"School Skills	Applied Academics	AA28. Calculates and plans for savings";;
"School Skills	Applied Academics	AA29. Computes average";;
"School Skills	Applied Academics	AA30. Computes word problems";;
"School Skills	Applied Academics	AA31. Uses diagrams and charts and graphs data";;
"School Skills	Applied Academics	AA32. Uses tables";;
"School Skills	Applied Academics	AA33. Measures volumes";;
"School Skills	Applied Academics	AA34. Measures weights";;
"School Skills	Applied Academics	AA35. Measures length of objects";;
"School Skills	Applied Academics	AA36. States abbreviations for standard measurements";;
"School Skills	Applied Academics	AA37. States equivalent measures";;
"School Skills	Applied Academics	AA38. Estimates distances";;
"School Skills	Applied Academics	AA39. Arranges words in alphabetical order";;
"School Skills	Applied Academics	AA40. Locates names in alphabetical order";;
"School Skills	Applied Academics	AA41. Locates words in a dictionary";;
"School Skills	Applied Academics	AA42. Uses dictionary and thesaurus";;
"School Skills	Applied Academics	AA43. States antonyms";;
"School Skills	Applied Academics	AA44. States homonyms";;
"School Skills	Applied Academics	AA45. Describes temperature measures";;
"School Skills	Applied Academics	AA46. Reads a thermometer";;
"School Skills	Applied Academics	AA47. Checks out book from library";;
"School Skills	Applied Academics	AA48. Uses index in books to find key topics";;
"School Skills	Applied Academics	AA49. Uses table of contents to locate a topic or chapter";;
"School Skills	Applied Academics	AA50. Looks up information in a glossary";;
"School Skills	Applied Academics Objectives	Learner will turn to any page of a book upon request.";;
"School Skills	Applied Academics Objectives	Learner will write first and last name on class work or assignments.";;
"School Skills	Applied Academics Objectives	Learner will select appropriate word from an array of 3 words which differ on less than 50% of the letters to fill in a missing word when given an incomplete sentence.";;
"School Skills	Applied Academics Objectives	Learner will read at least 20 sentences and perform any 1 of at least 6 different actions.";;
"School Skills	Applied Academics Objectives	Learner will read at least 20 sentences and follow at least 6 different directions.";;
"School Skills	Applied Academics Objectives	Learner will follow multi-step written instructions.";;
"School Skills	Applied Academics Objectives	Learner will complete at least 3 types of academic tasks as teacher presents the tasks to a class on a whiteboard.";;
"School Skills	Applied Academics Objectives	Learner will copy homework assignments from board.";;
"School Skills	Applied Academics Objectives	Learner will correct errors based on corrective written feedback on assignments.";;
"School Skills	Applied Academics Objectives	Learner will address an envelope including the address of the recipient and the return address.";;
"School Skills	Applied Academics Objectives	Learner will follow along when other The learners are reading allowing learner to continue reading when called upon by the teacher.";;
"School Skills	Applied Academics Objectives	Learner will read aloud along with other The learners.";;
"School Skills	Applied Academics Objectives	Learner will read and then state the main characters in a passage or a short story.";;
"School Skills	Applied Academics Objectives	Learner will read and then state the main topic of a passage or a short story.";;
"School Skills	Applied Academics Objectives	Learner will read and then state the main events or points of a passage or a short story.";;
"School Skills	Applied Academics Objectives	Learner will read at least 3 paragraphs then answer at least 4 simple questions regarding the content.";;
"School Skills	Applied Academics Objectives	Learner will read at least 3 paragraphs then answer at least 4 questions requiring making inferences about the content.";;
"School Skills	Applied Academics Objectives	Learner will highlight key information from written sources.";;
"School Skills	Applied Academics Objectives	Learner will take notes that include the major points during a lecture.";;
"School Skills	Applied Academics Objectives	Learner will summarize material to highlight main ideas.";;
"School Skills	Applied Academics Objectives	Learner will edit written passages for punctuation.";;
"School Skills	Applied Academics Objectives	Learner will correct mistakes on assignments.";;
"School Skills	Applied Academics Objectives	Learner will edit writing (rough draft to final draft) assignments.";;
"School Skills	Applied Academics Objectives	Learner will sign name as a signature.";;
"School Skills	Applied Academics Objectives	Learner will determine the amount of change due after making a purchase.";;
"School Skills	Applied Academics Objectives	Learner will calculate unit costs.";;
"School Skills	Applied Academics Objectives	Learner will state a range of prices for a variety of items.";;
"School Skills	Applied Academics Objectives	Learner will calculate and plan for savings.";;
"School Skills	Applied Academics Objectives	Learner will compute averages.";;
"School Skills	Applied Academics Objectives	Learner will compute word problems involving addition, subtraction, multiplication, and division.";;
"School Skills	Applied Academics Objectives	Learner will demonstrate use and understanding of diagrams, charts, and graphs.";;
"School Skills	Applied Academics Objectives	Learner will read tables and state information represented in tables.";;
"School Skills	Applied Academics Objectives	Learner will measure volumes of liquids and solids.";;
"School Skills	Applied Academics Objectives	Learner will determine the weight of objects using ounces and pounds.";;
"School Skills	Applied Academics Objectives	Learner will measure length of up to 20 feet to the nearest inch and measure items that are less than 12 inches to the nearest 1/4 inch.";;
"School Skills	Applied Academics Objectives	Learner will state the measurement when shown their abbreviations.";;
"School Skills	Applied Academics Objectives	Learner will state the equivalent units for at least 8 measures.";;
"School Skills	Applied Academics Objectives	Learner will estimate distances of up to 100 feet.";;
"School Skills	Applied Academics Objectives	Learner will arrange words in alphabetical order.";;
"School Skills	Applied Academics Objectives	Learner will locate a specified name in a list of names in alphabetical order.";;
"School Skills	Applied Academics Objectives	Learner will find specified words in a dictionary.";;
"School Skills	Applied Academics Objectives	Learner will look up words in a dictionary and thesaurus to obtain the definitions and synonyms of words.";;
"School Skills	Applied Academics Objectives	Learner will state antonyms for at least 10 words.";;
"School Skills	Applied Academics Objectives	Learner will state homonyms for at least 6 words.";;
"School Skills	Applied Academics Objectives	Learner will state the temperature at which water boils and freezes, and state a range of comfortable indoor and outdoor temperatures.";;
"School Skills	Applied Academics Objectives	Learner will read the temperature on a dial-type display, digital display, and a liquid filled tube display.";;
"School Skills	Applied Academics Objectives	Learner will complete book checkout process.";;
"School Skills	Applied Academics Objectives	Learner will use index in books to find key topics.";;
"School Skills	Applied Academics Objectives	Learner will use table of contents to locate a topic or chapter.";;
"School Skills	Applied Academics Objectives	Learner will look up information in a glossary of a book.";;
"Vocational Skills	Job Search	JS1. Identifies own strengths and weaknesses";;
"Vocational Skills	Job Search	JS2. Identifies job-related interests";;
"Vocational Skills	Job Search	JS3. Identifies jobs that correspond to job-related interests";;
"Vocational Skills	Job Search	JS4. Identifies qualities or attributes that would rule out certain jobs or positions";;
"Vocational Skills	Job Search	JS5. Gives a clear description of specific types of jobs";;
"Vocational Skills	Job Search	JS6. Recognizes help wanted signs in community";;
"Vocational Skills	Job Search	JS7. Stops in and inquires about employment";;
"Vocational Skills	Job Search	JS8. Networks for job search";;
"Vocational Skills	Job Search	JS9. Calls to inquire about employment";;
"Vocational Skills	Job Search	JS10. Emails to inquire about a position";;
"Vocational Skills	Job Search	JS11. Searches for job openings";;
"Vocational Skills	Job Search	JS12. Abbreviations in want ads and job postings";;
"Vocational Skills	Job Search	JS13. Determines if learner has skills required for the job";;
"Vocational Skills	Job Search	JS14. Determines if learner has requirements for the job";;
"Vocational Skills	Job Search	JS15. Considers job in relation to current interests";;
"Vocational Skills	Job Search	JS16. Analyzes whether job is close enough to residence to be practical";;
"Vocational Skills	Job Search	JS17. Researches a job position";;
"Vocational Skills	Job Search	JS18. Researches a company";;
"Vocational Skills	Job Search	JS19. Prepares a resume";;
"Vocational Skills	Job Search	JS20. Obtains letters of reference";;
"Vocational Skills	Job Search	JS21. Saves copies of previous work for future employees";;
"Vocational Skills	Job Search	JS22. Fills out an application for employment";;
"Vocational Skills	Job Search	JS23. Prepares a cover letter";;
"Vocational Skills	Job Search	JS24. Assembles a credential package";;
"Vocational Skills	Job Search	JS25. Identifies community resources that may support job";;
"Vocational Skills	Job Search Objectives	Learner will identify own strengths and weaknesses.";;
"Vocational Skills	Job Search Objectives	Learner will Identify job-related interests.";;
"Vocational Skills	Job Search Objectives	Learner will identify jobs that correspond to job-related interests.";;
"Vocational Skills	Job Search Objectives	Learner will identify jobs that are not good fits with learner's preferences.";;
"Vocational Skills	Job Search Objectives	Learner will describe job expectations and responsibilities for different positions.";;
"Vocational Skills	Job Search Objectives	Learner will recognize help wanted signs in community.";;
"Vocational Skills	Job Search Objectives	Learner will stop in to inquire about employment.";;
"Vocational Skills	Job Search Objectives	Learner will network for job search.";;
"Vocational Skills	Job Search Objectives	Learner will call contact to inquire about employment.";;
"Vocational Skills	Job Search Objectives	Learner will email to inquire about a job opening.";;
"Vocational Skills	Job Search Objectives	Learner will search for job openings in paper want ads and computer job postings.";;
"Vocational Skills	Job Search Objectives	Learner will state meaning of abbreviations in want ads and job postings.";;
"Vocational Skills	Job Search Objectives	Learner will determine if learner has skills required for the job.";;
"Vocational Skills	Job Search Objectives	Learner will determine if possesses job requirements.";;
"Vocational Skills	Job Search Objectives	Learner will decide if job activities fit with personal interests.";;
"Vocational Skills	Job Search Objectives	Learner will analyze whether job is close enough to residence to be practical.";;
"Vocational Skills	Job Search Objectives	Learner will research a job position.";;
"Vocational Skills	Job Search Objectives	Learner will research a company.";;
"Vocational Skills	Job Search Objectives	Learner will prepare a professional resume to submit for employment.";;
"Vocational Skills	Job Search Objectives	Learner will obtain letters of reference.";;
"Vocational Skills	Job Search Objectives	Learner will save copies of previous work for future employees.";;
"Vocational Skills	Job Search Objectives	Learner will fill out a job application.";;
"Vocational Skills	Job Search Objectives	Learner will prepare a professional cover letter to submit for employment.";;
"Vocational Skills	Job Search Objectives	Learner will assemble a credential package.";;
"Vocational Skills	Job Search Objectives	Learner will identify community resources that may support job.";;
"Vocational Skills	Interview	IN1. Schedules interview";;
"Vocational Skills	Interview	IN2. Uses calendar to record upcoming interviews";;
"Vocational Skills	Interview	IN3. Arranges transportation to interview";;
"Vocational Skills	Interview	IN4. Prepares a list of questions employer is likely to ask";;
"Vocational Skills	Interview	IN5. Requests caregiver present for interview";;
"Vocational Skills	Interview	IN6. Prepares a list of questions to ask employer";;
"Vocational Skills	Interview	IN7. Prepares to talk about strengths in relationship to the job";;
"Vocational Skills	Interview	IN8. Displays adequate hygiene for interview";;
"Vocational Skills	Interview	IN9. Answers variety of questions during mock interview";;
"Vocational Skills	Interview	IN10. Demonstrates soft skills during mock interview";;
"Vocational Skills	Interview	IN11. Dresses professionally";;
"Vocational Skills	Interview	IN12. Describes relevant experience";;
"Vocational Skills	Interview	IN13. Asks appropriate and relevant questions";;
"Vocational Skills	Interview	IN14. Answers interview questions";;
"Vocational Skills	Interview	IN15. Uses a communication device";;
"Vocational Skills	Interview	IN16. Pays attention during interview";;
"Vocational Skills	Interview	IN17. Takes notes during interview";;
"Vocational Skills	Interview	IN18. Determines benefits package of position during interview";;
"Vocational Skills	Interview	IN19. Talks about concerns from past employers";;
"Vocational Skills	Interview	IN20. Demonstrates soft skills during interview";;
"Vocational Skills	Interview	IN21. Prepares a follow-up letter/thank you note";;
"Vocational Skills	Interview	IN22. Responds to job offer and negotiates terms";;
"Vocational Skills	Interview Objectives	Learner will schedule the interview location and time.";;
"Vocational Skills	Interview Objectives	Learner will record job interviews on calendar.";;
"Vocational Skills	Interview Objectives	Learner will arrange transportation to interview.";;
"Vocational Skills	Interview Objectives	Learner will prepare a list of questions an employer is likely to ask.";;
"Vocational Skills	Interview Objectives	Learner will request the presence of a trusted person, advocate, or caregiver for interview.";;
"Vocational Skills	Interview Objectives	Learner will prepare a list of questions to ask employer.";;
"Vocational Skills	Interview Objectives	Learner will prepare to talk about strengths in relationship to the job.";;
"Vocational Skills	Interview Objectives	Learner will display adequate hygiene at an interview.";;
"Vocational Skills	Interview Objectives	Learner will answer a variety of questions during a mock interview.";;
"Vocational Skills	Interview Objectives	Learner will demonstrate soft skills during mock interview.";;
"Vocational Skills	Interview Objectives	Learner will dress professionally for interview.";;
"Vocational Skills	Interview Objectives	Learner will describe relevant work experiences.";;
"Vocational Skills	Interview Objectives	Learner will ask appropriate and relevant questions during interview.";;
"Vocational Skills	Interview Objectives	Learner will answer questions in a conversational style.";;
"Vocational Skills	Interview Objectives	Learner will use a communication device to communicate during interview.";;
"Vocational Skills	Interview Objectives	Learner will pay attention during job interview.";;
"Vocational Skills	Interview Objectives	Learner will take notes during interview.";;
"Vocational Skills	Interview Objectives	Learner will determine benefits package of position during interview.";;
"Vocational Skills	Interview Objectives	Learner will talk about concerns of previous employers.";;
"Vocational Skills	Interview Objectives	Learner will demonstrate soft skills during interview.";;
"Vocational Skills	Interview Objectives	Learner will prepare and send a follow up letter/thank you note.";;
"Vocational Skills	Interview Objectives	Learner will respond to job offer and negotiate for different terms of position.";;
"Vocational Skills	Basic Skills	BS1. Follows simple verbal directions";;
"Vocational Skills	Basic Skills	BS2. Follows written directions";;
"Vocational Skills	Basic Skills	BS3. Pays attention during training";;
"Vocational Skills	Basic Skills	BS4. Confirms information";;
"Vocational Skills	Basic Skills	BS5. Learns new skills quickly";;
"Vocational Skills	Basic Skills	BS6. Focuses on specific job task";;
"Vocational Skills	Basic Skills	BS7. Performs non-preferred tasks";;
"Vocational Skills	Basic Skills	BS8. Performs all assigned tasks during shift";;
"Vocational Skills	Basic Skills	BS9. Adjusts priorities during work";;
"Vocational Skills	Basic Skills	BS10. Completes end of shift duties";;
"Vocational Skills	Basic Skills	BS11. Arranges or has reliable transportation";;
"Vocational Skills	Basic Skills	BS12. Demonstrates consistent attendance";;
"Vocational Skills	Basic Skills	BS13. Demonstrates punctual arrival and departure";;
"Vocational Skills	Basic Skills	BS14. Notifies employer when work will be missed or when learner will be late";;
"Vocational Skills	Basic Skills	BS15. Remains calm at work";;
"Vocational Skills	Basic Skills	BS16. Demonstrates non-disruptive behavior in work environment";;
"Vocational Skills	Basic Skills	BS17. Displays trustworthiness";;
"Vocational Skills	Basic Skills	BS18. Seeks new assignments";;
"Vocational Skills	Basic Skills	BS19. Job or task planning";;
"Vocational Skills	Basic Skills	BS20. Maintains speed of process";;
"Vocational Skills	Basic Skills	BS21. Solves problems to overcome barriers to task completion";;
"Vocational Skills	Basic Skills	BS22. Wears clothing appropriate for job";;
"Vocational Skills	Basic Skills	BS23. Maintains adequate hygiene at job";;
"Vocational Skills	Basic Skills	BS24. Keeps self and clothing clean when performing tasks";;
"Vocational Skills	Basic Skills	BS25. Adjusts clothing when changing tasks";;
"Vocational Skills	Basic Skills	BS26. Maintains a clean and tidy work area";;
"Vocational Skills	Basic Skills	BS27. Storage of personal possessions";;
"Vocational Skills	Basic Skills	BS28. Requests accommodation to deal with sensory issues";;
"Vocational Skills	Basic Skills	BS29. Attends to minor injuries";;
"Vocational Skills	Basic Skills	BS30. Over the counter medication";;
"Vocational Skills	Basic Skills	BS31. Notifies supervisor of injury";;
"Vocational Skills	Basic Skills	BS32. Admits mistakes";;
"Vocational Skills	Basic Skills	BS33. Carries personal identification or name badge";;
"Vocational Skills	Basic Skills	BS34. Fills out attendance forms";;
"Vocational Skills	Basic Skills	BS35. Operates a time clock";;
"Vocational Skills	Basic Skills	BS36. Requests time off";;
"Vocational Skills	Basic Skills	BS37. Reads paystubs";;
"Vocational Skills	Basic Skills	BS38. Greets other employees";;
"Vocational Skills	Basic Skills	BS39. Shakes hands";;
"Vocational Skills	Basic Skills	BS40. Demonstrates eye contact when talking with others";;
"Vocational Skills	Basic Skills	BS41. Interacts with others in a friendly and courteous interaction style";;
"Vocational Skills	Basic Skills	BS42. Takes breaks";;
"Vocational Skills	Basic Skills	BS43. Break room etiquette";;
"Vocational Skills	Basic Skills	BS44. Respects personal space of others";;
"Vocational Skills	Basic Skills Objectives	Learner will follow simple verbal directions.";;
"Vocational Skills	Basic Skills Objectives	Learner will follow written directions.";;
"Vocational Skills	Basic Skills Objectives	Learner will attend to instructor when learning new information.";;
"Vocational Skills	Basic Skills Objectives	Learner will confirm information delivered by supervisor.";;
"Vocational Skills	Basic Skills Objectives	Learner will acquire new skills without intensive instruction.";;
"Vocational Skills	Basic Skills Objectives	Learner will focus on specific job task for at least 45 minutes.";;
"Vocational Skills	Basic Skills Objectives	Learner will state that even though not all tasks are pleasant, they still need to be done, and completes the tasks without significant complaining.";;
"Vocational Skills	Basic Skills Objectives	Learner will perform assigned tasks throughout shift.";;
"Vocational Skills	Basic Skills Objectives	Learner will adjust momentary work activities to respond to sudden changes in job priorities.";;
"Vocational Skills	Basic Skills Objectives	Learner will complete end of shift routine prior to leaving job site.";;
"Vocational Skills	Basic Skills Objectives	Learner will use their own or arrange reliable transportation to get to job site.";;
"Vocational Skills	Basic Skills Objectives	Learner will consistently attend job.";;
"Vocational Skills	Basic Skills Objectives	Learner will arrive and depart work on time.";;
"Vocational Skills	Basic Skills Objectives	Learner will notify employer when work will be missed or when learner will be late.";;
"Vocational Skills	Basic Skills Objectives	Learner will remain calm at work.";;
"Vocational Skills	Basic Skills Objectives	Learner will demonstrate non-disruptive behavior while at work.";;
"Vocational Skills	Basic Skills Objectives	Learner will not steal or lie at work.";;
"Vocational Skills	Basic Skills Objectives	Learner will notify supervisor when task is completed and ask for new assignment.";;
"Vocational Skills	Basic Skills Objectives	When assigned a project, learner will plan for necessary sequence of steps to complete tasks and perform the actions required to complete task.";;
"Vocational Skills	Basic Skills Objectives	Learner will maintain speed of process.";;
"Vocational Skills	Basic Skills Objectives	When learner comes into contact with obstacles or barriers to task completion, learner will identify work arounds, alternative solutions, or change original plan to achieve intended outcome.";;
"Vocational Skills	Basic Skills Objectives	Learner will wear clothing appropriate for job.";;
"Vocational Skills	Basic Skills Objectives	Learner will maintain adequate hygiene while at work.";;
"Vocational Skills	Basic Skills Objectives	Learner will keeps self and clothing clean when performing work tasks.";;
"Vocational Skills	Basic Skills Objectives	Learner will adjust clothing when changing tasks.";;
"Vocational Skills	Basic Skills Objectives	Learner will maintain a clean and tidy work area.";;
"Vocational Skills	Basic Skills Objectives	Learner will store personal possessions in a secure location.";;
"Vocational Skills	Basic Skills Objectives	Learner will request accommodations to deal with sensory issues.";;
"Vocational Skills	Basic Skills Objectives	Learner will attend to minor injuries.";;
"Vocational Skills	Basic Skills Objectives	Learner will use over the counter medication in appropriate manner when needed.";;
"Vocational Skills	Basic Skills Objectives	Learner will state what actions to take and which reporting procedures to follow for various job-related injuries.";;
"Vocational Skills	Basic Skills Objectives	Learner will recognize when mistakes are made and notify supervisor.";;
"Vocational Skills	Basic Skills Objectives	Learner will carry an personal identification or wear a name badge.";;
"Vocational Skills	Basic Skills Objectives	Learner will fill out attendance forms.";;
"Vocational Skills	Basic Skills Objectives	Learner will operate time clock.";;
"Vocational Skills	Basic Skills Objectives	Learner will request time off prior to taking off time from work.";;
"Vocational Skills	Basic Skills Objectives	Learner will explain the different amounts of earnings and withholdings shown on paystubs.";;
"Vocational Skills	Basic Skills Objectives	Learner will greet other employees.";;
"Vocational Skills	Basic Skills Objectives	Learner will offer and accept handshakes from others for an appropriate duration and using an appropriate grip.";;
"Vocational Skills	Basic Skills Objectives	Learner will use appropriate eye contact when talking with others.";;
"Vocational Skills	Basic Skills Objectives	Learner will interact with others in a friendly and courteous interaction style.";;
"Vocational Skills	Basic Skills Objectives	Learner will notify supervisor prior to taking a break and return from break on time.";;
"Vocational Skills	Basic Skills Objectives	Learner will abide by accepted guidelines and rules in break room.";;
"Vocational Skills	Basic Skills Objectives	Learner will respect the personal space of others.";;
"Vocational Skills	Coworker Relations	CR1. Identifies supervisor";;
"Vocational Skills	Coworker Relations	CR2. States staff hierarchy";;
"Vocational Skills	Coworker Relations	CR3. Follows directives from supervisors or others when reasonable or beneficial to task";;
"Vocational Skills	Coworker Relations	CR4. Describes role of coworkers";;
"Vocational Skills	Coworker Relations	CR5. Describes work culture";;
"Vocational Skills	Coworker Relations	CR6. Uses appropriate topics of conversation for work environment";;
"Vocational Skills	Coworker Relations	CR7. Demonstrates small talk with coworkers and boss";;
"Vocational Skills	Coworker Relations	CR8. Knows when appropriate to talk about others' behavior";;
"Vocational Skills	Coworker Relations	CR9. Avoids workplace drama";;
"Vocational Skills	Coworker Relations	CR10. Demonstrates assertiveness when appropriate";;
"Vocational Skills	Coworker Relations	CR11. Responds appropriately to bullying";;
"Vocational Skills	Coworker Relations	CR12. Walks away from confrontations";;
"Vocational Skills	Coworker Relations	CR13. Receives suggestions and corrective feedback";;
"Vocational Skills	Coworker Relations	CR14. Offers suggestions";;
"Vocational Skills	Coworker Relations	CR15. Uses conflict resolution strategies";;
"Vocational Skills	Coworker Relations Objectives	Learner will identify supervisor(s).";;
"Vocational Skills	Coworker Relations Objectives	Learner will state staff hierarchy.";;
"Vocational Skills	Coworker Relations Objectives	Learner will follow directions from supervisors and from others when reasonable.";;
"Vocational Skills	Coworker Relations Objectives	Learner will describe the various roles of coworkers.";;
"Vocational Skills	Coworker Relations Objectives	Learner will describe the work culture at a particular job site.";;
"Vocational Skills	Coworker Relations Objectives	Learner will discuss only appropriate topics of conversation for the work environment.";;
"Vocational Skills	Coworker Relations Objectives	Learner will converse and make small talk with coworkers and boss.";;
"Vocational Skills	Coworker Relations Objectives	Learner will know when it is appropriate to talk about others' behavior.";;
"Vocational Skills	Coworker Relations Objectives	Learner will keep out of others' personal and workplace issues.";;
"Vocational Skills	Coworker Relations Objectives	Learner will be assertive when appropriate in work-related conflicts.";;
"Vocational Skills	Coworker Relations Objectives	Learner will respond by seeking appropriate assistance when being bullied. Criteria:";;
"Vocational Skills	Coworker Relations Objectives	Learner will walk away physically remove self from an individual who is being inappropriately confrontative and may pose a physical threat.";;
"Vocational Skills	Coworker Relations Objectives	Learner will respond in a calm manner when provided with suggestions or corrective feedback.";;
"Vocational Skills	Coworker Relations Objectives	Learner will offer suggestions to others to possibly improve a situation in a tactful manner.";;
"Vocational Skills	Coworker Relations Objectives	Learner will describe and use conflict resolution strategies.";;
"Vocational Skills	Workplace Safety	WS1. Identifies hazard or danger signs";;
"Vocational Skills	Workplace Safety	WS2. Avoids dangers related to spills/wet surfaces";;
"Vocational Skills	Workplace Safety	WS3. Avoids dangers related to clutter";;
"Vocational Skills	Workplace Safety	WS4. Uses ladders and stepstools";;
"Vocational Skills	Workplace Safety	WS5. Avoids dangers related to falling from a high location";;
"Vocational Skills	Workplace Safety	WS6. Avoids dangers related to knives";;
"Vocational Skills	Workplace Safety	WS7. Avoids dangers related to hot items";;
"Vocational Skills	Workplace Safety	WS8. Avoids dangers related to working in cold weather";;
"Vocational Skills	Workplace Safety	WS9. Avoids dangers related to broken glass";;
"Vocational Skills	Workplace Safety	WS10. Avoids dangers related to harmful and toxic substances";;
"Vocational Skills	Workplace Safety	WS11. Wears particle mask";;
"Vocational Skills	Workplace Safety	WS12. Wears respirator";;
"Vocational Skills	Workplace Safety	WS13. Safely handles gasoline";;
"Vocational Skills	Workplace Safety	WS14. Avoids dangers related to fumes that should be vented";;
"Vocational Skills	Workplace Safety	WS15. Safely places objects to avoid risk of those objects falling";;
"Vocational Skills	Workplace Safety	WS16. Avoids danger related to electricity";;
"Vocational Skills	Workplace Safety	WS17. Avoids danger related to vehicles or moving equipment";;
"Vocational Skills	Workplace Safety	WS18. Avoids dangers related to machinery";;
"Vocational Skills	Workplace Safety	WS19. Avoids dangers related to blood or other bodily fluids";;
"Vocational Skills	Workplace Safety	WS20. Avoids dangers related to harmful plants and animals";;
"Vocational Skills	Workplace Safety	WS21. Uses gloves";;
"Vocational Skills	Workplace Safety	WS22. Uses ear protection";;
"Vocational Skills	Workplace Safety	WS23. Uses eye protection";;
"Vocational Skills	Workplace Safety	WS24. Responds appropriately to natural disasters";;
"Vocational Skills	Workplace Safety	WS25. Responds appropriately during medical emergencies";;
"Vocational Skills	Workplace Safety	WS26. Responds appropriately to robbery or theft";;
"Vocational Skills	Workplace Safety	WS27. Stands for long periods of time sufficient for most jobs";;
"Vocational Skills	Workplace Safety	WS28. Walks for distances sufficient for most jobs";;
"Vocational Skills	Workplace Safety	WS29. Propels wheelchair";;
"Vocational Skills	Workplace Safety	WS30. Performs variety of gross motor or whole-body tasks";;
"Vocational Skills	Workplace Safety	WS31. Performs variety of fine motor tasks";;
"Vocational Skills	Workplace Safety	WS32. Correctly lifts items of various weights";;
"Vocational Skills	Workplace Safety	WS33. Carries loose items and boxes";;
"Vocational Skills	Workplace Safety	WS34. Handles items with care";;
"Vocational Skills	Workplace Safety	WS35. Handles a variety of dangerous items";;
"Vocational Skills	Workplace Safety Objectives	Learner will identify hazard or danger signs.";;
"Vocational Skills	Workplace Safety Objectives	Learner will recognize dangers related to spills or wet surfaces and will walk carefully to avoid slipping or falling.";;
"Vocational Skills	Workplace Safety Objectives	Learner will walk safely around both large and small scattered objects.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to ladders and stepstools.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to falling from a high location.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to knives or other sharp objects.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to hot items.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to working in cold weather.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to broken glass.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to harmful and toxic substances.";;
"Vocational Skills	Workplace Safety Objectives	Learner will wear particle mask to avoid dangers related to dirt, dust, or particles.";;
"Vocational Skills	Workplace Safety Objectives	Learner will recognize situations that require a respirator and will wear one as needed.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to gasoline.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to fumes that should be vented.";;
"Vocational Skills	Workplace Safety Objectives	Learner will safely place objects so as to minimize the hazard of falling objects.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid danger related to electricity.";;
"Vocational Skills	Workplace Safety Objectives	Learner will monitor immediate area to avoid dangers from vehicles and moving equipment.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to machinery.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to blood and other bodily fluids.";;
"Vocational Skills	Workplace Safety Objectives	Learner will avoid dangers related to harmful plants and animals.";;
"Vocational Skills	Workplace Safety Objectives	Learner will recognize conditions where gloves are necessary and put on gloves as needed to avoid injury to hands.";;
"Vocational Skills	Workplace Safety Objectives	Learner will demonstrate appropriate use of ear protection.";;
"Vocational Skills	Workplace Safety Objectives	Learner will use eye protection in situations in which flying objects could injure eyes.";;
"Vocational Skills	Workplace Safety Objectives	Learner will respond appropriately to natural disasters.";;
"Vocational Skills	Workplace Safety Objectives	Learner will respond appropriately to medical emergencies.";;
"Vocational Skills	Workplace Safety Objectives	Learner will respond appropriately to robbery or theft.";;
"Vocational Skills	Workplace Safety Objectives	Learner will stand for long periods of time sufficient for most jobs.";;
"Vocational Skills	Workplace Safety Objectives	Learner will walk for distances sufficient for most jobs.";;
"Vocational Skills	Workplace Safety Objectives	Learner will self propel wheelchair appropriately for job requirements.";;
"Vocational Skills	Workplace Safety Objectives	Learner will demonstrate the coordination necessary to operate the equipment or materials required for the position.";;
"Vocational Skills	Workplace Safety Objectives	Learner will demonstrate the hand/eye coordination necessary to operate the equipment or materials required for the position.";;
"Vocational Skills	Workplace Safety Objectives	Learner will correctly lift items of various weights.";;
"Vocational Skills	Workplace Safety Objectives	Learner will carry loose items and boxes.";;
"Vocational Skills	Workplace Safety Objectives	Learner will handle fragile, expensive, or important items with care.";;
"Vocational Skills	Workplace Safety Objectives	Learner will safely handle a variety of dangerous items.";;
"Vocational Skills	Fixed Activity Skills	FA1. Sorts items";;
"Vocational Skills	Fixed Activity Skills	FA2. Uses counting tray";;
"Vocational Skills	Fixed Activity Skills	FA3. Counts and places items in bags";;
